"gene_id"
"Potra2n10c20214"
"Potra2n10c20266"
"Potra2n10c20326"
"Potra2n10c20327"
"Potra2n10c20416"
"Potra2n10c20475"
"Potra2n10c20488"
"Potra2n10c20497"
"Potra2n10c20573"
"Potra2n10c20613"
"Potra2n10c20671"
"Potra2n10c20753"
"Potra2n10c20795"
"Potra2n10c20940"
"Potra2n10c20952"
"Potra2n10c20953"
"Potra2n10c20978"
"Potra2n10c21092"
"Potra2n10c21100"
"Potra2n10c21376"
"Potra2n10c21436"
"Potra2n10c21610"
"Potra2n10c21770"
"Potra2n10c21822"
"Potra2n10c21885"
"Potra2n10c21899"
"Potra2n10c21908"
"Potra2n10c21930"
"Potra2n10c21948"
"Potra2n10c22010"
"Potra2n10c22048"
"Potra2n10c22049"
"Potra2n10c22055"
"Potra2n10c22056"
"Potra2n10c22104"
"Potra2n10c22127"
"Potra2n10c22170"
"Potra2n10c22241"
"Potra2n1106s36971"
"Potra2n11c22454"
"Potra2n11c22480"
"Potra2n11c22575"
"Potra2n11c22627"
"Potra2n11c22643"
"Potra2n11c22827"
"Potra2n11c22891"
"Potra2n11c22916"
"Potra2n11c22934"
"Potra2n11c22963"
"Potra2n11c23251"
"Potra2n11c23267"
"Potra2n11c23306"
"Potra2n11c23529"
"Potra2n11c23579"
"Potra2n11c23580"
"Potra2n11c23581"
"Potra2n11c23590"
"Potra2n11c23626"
"Potra2n11c23648"
"Potra2n124s34599"
"Potra2n12c23853"
"Potra2n12c24028"
"Potra2n12c24144"
"Potra2n12c24265"
"Potra2n12c24319"
"Potra2n12c24361"
"Potra2n12c24367"
"Potra2n12c24553"
"Potra2n12c24605"
"Potra2n12c24650"
"Potra2n12c24794"
"Potra2n12c24824"
"Potra2n12c24832"
"Potra2n12c24869"
"Potra2n12c24912"
"Potra2n1388s37022"
"Potra2n13c25080"
"Potra2n13c25194"
"Potra2n13c25211"
"Potra2n13c25221"
"Potra2n13c25253"
"Potra2n13c25621"
"Potra2n13c25728"
"Potra2n13c25729"
"Potra2n13c25730"
"Potra2n13c25732"
"Potra2n13c25735"
"Potra2n13c25740"
"Potra2n13c25791"
"Potra2n13c25808"
"Potra2n13c25818"
"Potra2n13c25829"
"Potra2n13c25930"
"Potra2n13c25951"
"Potra2n13c25956"
"Potra2n13c25964"
"Potra2n13c26048"
"Potra2n1435s37073"
"Potra2n14c26322"
"Potra2n14c26323"
"Potra2n14c26324"
"Potra2n14c26326"
"Potra2n14c26453"
"Potra2n14c26462"
"Potra2n14c26772"
"Potra2n14c26875"
"Potra2n14c26931"
"Potra2n14c27080"
"Potra2n14c27113"
"Potra2n14c27126"
"Potra2n14c27132"
"Potra2n14c27162"
"Potra2n14c27172"
"Potra2n14c27189"
"Potra2n14c27211"
"Potra2n14c27212"
"Potra2n14c27213"
"Potra2n14c27251"
"Potra2n14c27297"
"Potra2n14c27340"
"Potra2n14c27537"
"Potra2n14c27548"
"Potra2n14c27685"
"Potra2n14c27687"
"Potra2n14c27693"
"Potra2n14c27777"
"Potra2n14c27802"
"Potra2n14c27867"
"Potra2n14c27875"
"Potra2n14c27949"
"Potra2n15c27967"
"Potra2n15c28042"
"Potra2n15c28069"
"Potra2n15c28084"
"Potra2n15c28098"
"Potra2n15c28250"
"Potra2n15c28280"
"Potra2n15c28301"
"Potra2n15c28347"
"Potra2n15c28361"
"Potra2n15c28560"
"Potra2n15c28615"
"Potra2n15c28779"
"Potra2n15c28800"
